>>> Starting benchmark: scala-kmeans
>>> GC: ZGC
>>> Duration: 600s
>>> Base dir: ZGC-java21-2026-04-25
>>> Output dir: ZGC-java21-2026-04-25/scala-kmeans
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Pauses.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Pauses.
[jmx-memory plugin] WARNING: MXBean for young generation not found, using mock.
====== scala-kmeans (scala) [default], iteration 2082 completed (236.630 ms) ======
====== scala-kmeans (scala) [default], iteration 2083 started ======
====== scala-kmeans (scala) [default], iteration 2083 completed (237.685 ms) ======
====== scala-kmeans (scala) [default], iteration 2084 started ======
====== scala-kmeans (scala) [default], iteration 2084 completed (237.741 ms) ======
====== scala-kmeans (scala) [default], iteration 2085 started ======
====== scala-kmeans (scala) [default], iteration 2085 completed (236.786 ms) ======
====== scala-kmeans (scala) [default], iteration 2086 started ======
====== scala-kmeans (scala) [default], iteration 2086 completed (238.550 ms) ======
====== scala-kmeans (scala) [default], iteration 2087 started ======
====== scala-kmeans (scala) [default], iteration 2087 completed (237.444 ms) ======
====== scala-kmeans (scala) [default], iteration 2088 started ======
====== scala-kmeans (scala) [default], iteration 2088 completed (238.009 ms) ======
====== scala-kmeans (scala) [default], iteration 2089 started ======
====== scala-kmeans (scala) [default], iteration 2089 completed (238.178 ms) ======
====== scala-kmeans (scala) [default], iteration 2090 started ======
====== scala-kmeans (scala) [default], iteration 2090 completed (238.550 ms) ======
====== scala-kmeans (scala) [default], iteration 2091 started ======
====== scala-kmeans (scala) [default], iteration 2091 completed (237.833 ms) ======
====== scala-kmeans (scala) [default], iteration 2092 started ======
====== scala-kmeans (scala) [default], iteration 2092 completed (237.158 ms) ======
====== scala-kmeans (scala) [default], iteration 2093 started ======
====== scala-kmeans (scala) [default], iteration 2093 completed (237.163 ms) ======
====== scala-kmeans (scala) [default], iteration 2094 started ======
====== scala-kmeans (scala) [default], iteration 2094 completed (237.559 ms) ======
====== scala-kmeans (scala) [default], iteration 2095 started ======
====== scala-kmeans (scala) [default], iteration 2095 completed (237.657 ms) ======
====== scala-kmeans (scala) [default], iteration 2096 started ======
====== scala-kmeans (scala) [default], iteration 2096 completed (241.401 ms) ======
====== scala-kmeans (scala) [default], iteration 2097 started ======
====== scala-kmeans (scala) [default], iteration 2097 completed (237.628 ms) ======
====== scala-kmeans (scala) [default], iteration 2098 started ======
====== scala-kmeans (scala) [default], iteration 2098 completed (239.301 ms) ======
====== scala-kmeans (scala) [default], iteration 2099 started ======
====== scala-kmeans (scala) [default], iteration 2099 completed (236.833 ms) ======
====== scala-kmeans (scala) [default], iteration 2100 started ======
====== scala-kmeans (scala) [default], iteration 2100 completed (237.808 ms) ======
====== scala-kmeans (scala) [default], iteration 2101 started ======
====== scala-kmeans (scala) [default], iteration 2101 completed (237.263 ms) ======
====== scala-kmeans (scala) [default], iteration 2102 started ======
====== scala-kmeans (scala) [default], iteration 2102 completed (237.267 ms) ======
====== scala-kmeans (scala) [default], iteration 2103 started ======
====== scala-kmeans (scala) [default], iteration 2103 completed (237.470 ms) ======
====== scala-kmeans (scala) [default], iteration 2104 started ======
====== scala-kmeans (scala) [default], iteration 2104 completed (236.699 ms) ======
====== scala-kmeans (scala) [default], iteration 2105 started ======
====== scala-kmeans (scala) [default], iteration 2105 completed (236.209 ms) ======
====== scala-kmeans (scala) [default], iteration 2106 started ======
====== scala-kmeans (scala) [default], iteration 2106 completed (236.744 ms) ======
====== scala-kmeans (scala) [default], iteration 2107 started ======
====== scala-kmeans (scala) [default], iteration 2107 completed (237.489 ms) ======
====== scala-kmeans (scala) [default], iteration 2108 started ======
====== scala-kmeans (scala) [default], iteration 2108 completed (237.945 ms) ======
====== scala-kmeans (scala) [default], iteration 2109 started ======
====== scala-kmeans (scala) [default], iteration 2109 completed (236.359 ms) ======
====== scala-kmeans (scala) [default], iteration 2110 started ======
====== scala-kmeans (scala) [default], iteration 2110 completed (237.555 ms) ======
====== scala-kmeans (scala) [default], iteration 2111 started ======
====== scala-kmeans (scala) [default], iteration 2111 completed (238.099 ms) ======
====== scala-kmeans (scala) [default], iteration 2112 started ======
====== scala-kmeans (scala) [default], iteration 2112 completed (237.153 ms) ======
====== scala-kmeans (scala) [default], iteration 2113 started ======
====== scala-kmeans (scala) [default], iteration 2113 completed (237.681 ms) ======
====== scala-kmeans (scala) [default], iteration 2114 started ======
====== scala-kmeans (scala) [default], iteration 2114 completed (237.352 ms) ======
====== scala-kmeans (scala) [default], iteration 2115 started ======
====== scala-kmeans (scala) [default], iteration 2115 completed (238.686 ms) ======
====== scala-kmeans (scala) [default], iteration 2116 started ======
====== scala-kmeans (scala) [default], iteration 2116 completed (237.909 ms) ======
====== scala-kmeans (scala) [default], iteration 2117 started ======
====== scala-kmeans (scala) [default], iteration 2117 completed (279.828 ms) ======
====== scala-kmeans (scala) [default], iteration 2118 started ======
====== scala-kmeans (scala) [default], iteration 2118 completed (236.660 ms) ======
====== scala-kmeans (scala) [default], iteration 2119 started ======
====== scala-kmeans (scala) [default], iteration 2119 completed (236.443 ms) ======
====== scala-kmeans (scala) [default], iteration 2120 started ======
====== scala-kmeans (scala) [default], iteration 2120 completed (237.247 ms) ======
====== scala-kmeans (scala) [default], iteration 2121 started ======
====== scala-kmeans (scala) [default], iteration 2121 completed (237.041 ms) ======
====== scala-kmeans (scala) [default], iteration 2122 started ======
====== scala-kmeans (scala) [default], iteration 2122 completed (236.424 ms) ======
====== scala-kmeans (scala) [default], iteration 2123 started ======
====== scala-kmeans (scala) [default], iteration 2123 completed (236.074 ms) ======
====== scala-kmeans (scala) [default], iteration 2124 started ======
====== scala-kmeans (scala) [default], iteration 2124 completed (234.551 ms) ======
====== scala-kmeans (scala) [default], iteration 2125 started ======
====== scala-kmeans (scala) [default], iteration 2125 completed (236.998 ms) ======
====== scala-kmeans (scala) [default], iteration 2126 started ======
====== scala-kmeans (scala) [default], iteration 2126 completed (235.202 ms) ======
====== scala-kmeans (scala) [default], iteration 2127 started ======
====== scala-kmeans (scala) [default], iteration 2127 completed (236.319 ms) ======
====== scala-kmeans (scala) [default], iteration 2128 started ======
====== scala-kmeans (scala) [default], iteration 2128 completed (237.099 ms) ======
====== scala-kmeans (scala) [default], iteration 2129 started ======
====== scala-kmeans (scala) [default], iteration 2129 completed (236.824 ms) ======
====== scala-kmeans (scala) [default], iteration 2130 started ======
====== scala-kmeans (scala) [default], iteration 2130 completed (237.932 ms) ======
====== scala-kmeans (scala) [default], iteration 2131 started ======
====== scala-kmeans (scala) [default], iteration 2131 completed (237.446 ms) ======
====== scala-kmeans (scala) [default], iteration 2132 started ======
====== scala-kmeans (scala) [default], iteration 2132 completed (236.689 ms) ======
====== scala-kmeans (scala) [default], iteration 2133 started ======
====== scala-kmeans (scala) [default], iteration 2133 completed (237.991 ms) ======
====== scala-kmeans (scala) [default], iteration 2134 started ======
====== scala-kmeans (scala) [default], iteration 2134 completed (238.436 ms) ======
====== scala-kmeans (scala) [default], iteration 2135 started ======
====== scala-kmeans (scala) [default], iteration 2135 completed (238.697 ms) ======
====== scala-kmeans (scala) [default], iteration 2136 started ======
====== scala-kmeans (scala) [default], iteration 2136 completed (237.360 ms) ======
====== scala-kmeans (scala) [default], iteration 2137 started ======
====== scala-kmeans (scala) [default], iteration 2137 completed (236.799 ms) ======
====== scala-kmeans (scala) [default], iteration 2138 started ======
====== scala-kmeans (scala) [default], iteration 2138 completed (237.116 ms) ======
====== scala-kmeans (scala) [default], iteration 2139 started ======
====== scala-kmeans (scala) [default], iteration 2139 completed (237.166 ms) ======
====== scala-kmeans (scala) [default], iteration 2140 started ======
====== scala-kmeans (scala) [default], iteration 2140 completed (237.088 ms) ======
====== scala-kmeans (scala) [default], iteration 2141 started ======
====== scala-kmeans (scala) [default], iteration 2141 completed (236.631 ms) ======
====== scala-kmeans (scala) [default], iteration 2142 started ======
====== scala-kmeans (scala) [default], iteration 2142 completed (239.038 ms) ======
====== scala-kmeans (scala) [default], iteration 2143 started ======
====== scala-kmeans (scala) [default], iteration 2143 completed (237.116 ms) ======
====== scala-kmeans (scala) [default], iteration 2144 started ======
====== scala-kmeans (scala) [default], iteration 2144 completed (240.718 ms) ======
====== scala-kmeans (scala) [default], iteration 2145 started ======
====== scala-kmeans (scala) [default], iteration 2145 completed (237.721 ms) ======
====== scala-kmeans (scala) [default], iteration 2146 started ======
====== scala-kmeans (scala) [default], iteration 2146 completed (236.151 ms) ======
====== scala-kmeans (scala) [default], iteration 2147 started ======
====== scala-kmeans (scala) [default], iteration 2147 completed (238.669 ms) ======
====== scala-kmeans (scala) [default], iteration 2148 started ======
====== scala-kmeans (scala) [default], iteration 2148 completed (238.137 ms) ======
====== scala-kmeans (scala) [default], iteration 2149 started ======
====== scala-kmeans (scala) [default], iteration 2149 completed (238.206 ms) ======
====== scala-kmeans (scala) [default], iteration 2150 started ======
====== scala-kmeans (scala) [default], iteration 2150 completed (236.785 ms) ======
====== scala-kmeans (scala) [default], iteration 2151 started ======
====== scala-kmeans (scala) [default], iteration 2151 completed (236.820 ms) ======
====== scala-kmeans (scala) [default], iteration 2152 started ======
====== scala-kmeans (scala) [default], iteration 2152 completed (237.146 ms) ======
====== scala-kmeans (scala) [default], iteration 2153 started ======
====== scala-kmeans (scala) [default], iteration 2153 completed (236.402 ms) ======
====== scala-kmeans (scala) [default], iteration 2154 started ======
====== scala-kmeans (scala) [default], iteration 2154 completed (237.852 ms) ======
====== scala-kmeans (scala) [default], iteration 2155 started ======
====== scala-kmeans (scala) [default], iteration 2155 completed (237.072 ms) ======
====== scala-kmeans (scala) [default], iteration 2156 started ======
====== scala-kmeans (scala) [default], iteration 2156 completed (238.122 ms) ======
====== scala-kmeans (scala) [default], iteration 2157 started ======
====== scala-kmeans (scala) [default], iteration 2157 completed (238.218 ms) ======
====== scala-kmeans (scala) [default], iteration 2158 started ======
====== scala-kmeans (scala) [default], iteration 2158 completed (237.330 ms) ======
====== scala-kmeans (scala) [default], iteration 2159 started ======
====== scala-kmeans (scala) [default], iteration 2159 completed (239.193 ms) ======
====== scala-kmeans (scala) [default], iteration 2160 started ======
====== scala-kmeans (scala) [default], iteration 2160 completed (238.410 ms) ======
====== scala-kmeans (scala) [default], iteration 2161 started ======
====== scala-kmeans (scala) [default], iteration 2161 completed (235.687 ms) ======
====== scala-kmeans (scala) [default], iteration 2162 started ======
====== scala-kmeans (scala) [default], iteration 2162 completed (236.052 ms) ======
====== scala-kmeans (scala) [default], iteration 2163 started ======
====== scala-kmeans (scala) [default], iteration 2163 completed (235.379 ms) ======
====== scala-kmeans (scala) [default], iteration 2164 started ======
====== scala-kmeans (scala) [default], iteration 2164 completed (237.488 ms) ======
====== scala-kmeans (scala) [default], iteration 2165 started ======
====== scala-kmeans (scala) [default], iteration 2165 completed (235.867 ms) ======
====== scala-kmeans (scala) [default], iteration 2166 started ======
====== scala-kmeans (scala) [default], iteration 2166 completed (264.335 ms) ======
====== scala-kmeans (scala) [default], iteration 2167 started ======
====== scala-kmeans (scala) [default], iteration 2167 completed (277.427 ms) ======
====== scala-kmeans (scala) [default], iteration 2168 started ======
====== scala-kmeans (scala) [default], iteration 2168 completed (238.222 ms) ======
====== scala-kmeans (scala) [default], iteration 2169 started ======
====== scala-kmeans (scala) [default], iteration 2169 completed (238.372 ms) ======
====== scala-kmeans (scala) [default], iteration 2170 started ======
====== scala-kmeans (scala) [default], iteration 2170 completed (237.658 ms) ======
====== scala-kmeans (scala) [default], iteration 2171 started ======
====== scala-kmeans (scala) [default], iteration 2171 completed (238.231 ms) ======
====== scala-kmeans (scala) [default], iteration 2172 started ======
====== scala-kmeans (scala) [default], iteration 2172 completed (235.860 ms) ======
====== scala-kmeans (scala) [default], iteration 2173 started ======
====== scala-kmeans (scala) [default], iteration 2173 completed (237.012 ms) ======
====== scala-kmeans (scala) [default], iteration 2174 started ======
====== scala-kmeans (scala) [default], iteration 2174 completed (237.144 ms) ======
====== scala-kmeans (scala) [default], iteration 2175 started ======
====== scala-kmeans (scala) [default], iteration 2175 completed (237.453 ms) ======
====== scala-kmeans (scala) [default], iteration 2176 started ======
====== scala-kmeans (scala) [default], iteration 2176 completed (237.449 ms) ======
====== scala-kmeans (scala) [default], iteration 2177 started ======
====== scala-kmeans (scala) [default], iteration 2177 completed (237.573 ms) ======
====== scala-kmeans (scala) [default], iteration 2178 started ======
====== scala-kmeans (scala) [default], iteration 2178 completed (238.072 ms) ======
====== scala-kmeans (scala) [default], iteration 2179 started ======
====== scala-kmeans (scala) [default], iteration 2179 completed (236.859 ms) ======
====== scala-kmeans (scala) [default], iteration 2180 started ======
====== scala-kmeans (scala) [default], iteration 2180 completed (236.929 ms) ======
====== scala-kmeans (scala) [default], iteration 2181 started ======
====== scala-kmeans (scala) [default], iteration 2181 completed (238.555 ms) ======
====== scala-kmeans (scala) [default], iteration 2182 started ======
====== scala-kmeans (scala) [default], iteration 2182 completed (238.259 ms) ======
====== scala-kmeans (scala) [default], iteration 2183 started ======
====== scala-kmeans (scala) [default], iteration 2183 completed (237.136 ms) ======
====== scala-kmeans (scala) [default], iteration 2184 started ======
====== scala-kmeans (scala) [default], iteration 2184 completed (237.025 ms) ======
====== scala-kmeans (scala) [default], iteration 2185 started ======
====== scala-kmeans (scala) [default], iteration 2185 completed (237.433 ms) ======
====== scala-kmeans (scala) [default], iteration 2186 started ======
====== scala-kmeans (scala) [default], iteration 2186 completed (239.029 ms) ======
====== scala-kmeans (scala) [default], iteration 2187 started ======
====== scala-kmeans (scala) [default], iteration 2187 completed (237.011 ms) ======
====== scala-kmeans (scala) [default], iteration 2188 started ======
====== scala-kmeans (scala) [default], iteration 2188 completed (237.152 ms) ======
====== scala-kmeans (scala) [default], iteration 2189 started ======
====== scala-kmeans (scala) [default], iteration 2189 completed (237.840 ms) ======
====== scala-kmeans (scala) [default], iteration 2190 started ======
====== scala-kmeans (scala) [default], iteration 2190 completed (236.591 ms) ======
====== scala-kmeans (scala) [default], iteration 2191 started ======
====== scala-kmeans (scala) [default], iteration 2191 completed (238.361 ms) ======
====== scala-kmeans (scala) [default], iteration 2192 started ======
====== scala-kmeans (scala) [default], iteration 2192 completed (236.522 ms) ======
====== scala-kmeans (scala) [default], iteration 2193 started ======
====== scala-kmeans (scala) [default], iteration 2193 completed (238.344 ms) ======
====== scala-kmeans (scala) [default], iteration 2194 started ======
====== scala-kmeans (scala) [default], iteration 2194 completed (238.309 ms) ======
====== scala-kmeans (scala) [default], iteration 2195 started ======
====== scala-kmeans (scala) [default], iteration 2195 completed (237.272 ms) ======
====== scala-kmeans (scala) [default], iteration 2196 started ======
====== scala-kmeans (scala) [default], iteration 2196 completed (237.318 ms) ======
====== scala-kmeans (scala) [default], iteration 2197 started ======
====== scala-kmeans (scala) [default], iteration 2197 completed (237.341 ms) ======
====== scala-kmeans (scala) [default], iteration 2198 started ======
====== scala-kmeans (scala) [default], iteration 2198 completed (238.029 ms) ======
====== scala-kmeans (scala) [default], iteration 2199 started ======
====== scala-kmeans (scala) [default], iteration 2199 completed (238.312 ms) ======
====== scala-kmeans (scala) [default], iteration 2200 started ======
====== scala-kmeans (scala) [default], iteration 2200 completed (236.697 ms) ======
====== scala-kmeans (scala) [default], iteration 2201 started ======
====== scala-kmeans (scala) [default], iteration 2201 completed (237.859 ms) ======
====== scala-kmeans (scala) [default], iteration 2202 started ======
====== scala-kmeans (scala) [default], iteration 2202 completed (238.392 ms) ======
====== scala-kmeans (scala) [default], iteration 2203 started ======
====== scala-kmeans (scala) [default], iteration 2203 completed (238.438 ms) ======
====== scala-kmeans (scala) [default], iteration 2204 started ======
====== scala-kmeans (scala) [default], iteration 2204 completed (237.048 ms) ======
====== scala-kmeans (scala) [default], iteration 2205 started ======
====== scala-kmeans (scala) [default], iteration 2205 completed (237.166 ms) ======
====== scala-kmeans (scala) [default], iteration 2206 started ======
====== scala-kmeans (scala) [default], iteration 2206 completed (238.463 ms) ======
====== scala-kmeans (scala) [default], iteration 2207 started ======
====== scala-kmeans (scala) [default], iteration 2207 completed (237.249 ms) ======
====== scala-kmeans (scala) [default], iteration 2208 started ======
====== scala-kmeans (scala) [default], iteration 2208 completed (236.705 ms) ======
====== scala-kmeans (scala) [default], iteration 2209 started ======
====== scala-kmeans (scala) [default], iteration 2209 completed (241.282 ms) ======
====== scala-kmeans (scala) [default], iteration 2210 started ======
====== scala-kmeans (scala) [default], iteration 2210 completed (237.663 ms) ======
====== scala-kmeans (scala) [default], iteration 2211 started ======
====== scala-kmeans (scala) [default], iteration 2211 completed (238.810 ms) ======
====== scala-kmeans (scala) [default], iteration 2212 started ======
====== scala-kmeans (scala) [default], iteration 2212 completed (236.908 ms) ======
====== scala-kmeans (scala) [default], iteration 2213 started ======
====== scala-kmeans (scala) [default], iteration 2213 completed (237.995 ms) ======
====== scala-kmeans (scala) [default], iteration 2214 started ======
====== scala-kmeans (scala) [default], iteration 2214 completed (237.905 ms) ======
====== scala-kmeans (scala) [default], iteration 2215 started ======
====== scala-kmeans (scala) [default], iteration 2215 completed (238.101 ms) ======
====== scala-kmeans (scala) [default], iteration 2216 started ======
====== scala-kmeans (scala) [default], iteration 2216 completed (236.511 ms) ======
====== scala-kmeans (scala) [default], iteration 2217 started ======
====== scala-kmeans (scala) [default], iteration 2217 completed (236.419 ms) ======
====== scala-kmeans (scala) [default], iteration 2218 started ======
====== scala-kmeans (scala) [default], iteration 2218 completed (236.649 ms) ======
====== scala-kmeans (scala) [default], iteration 2219 started ======
====== scala-kmeans (scala) [default], iteration 2219 completed (238.071 ms) ======
====== scala-kmeans (scala) [default], iteration 2220 started ======
====== scala-kmeans (scala) [default], iteration 2220 completed (238.154 ms) ======
====== scala-kmeans (scala) [default], iteration 2221 started ======
====== scala-kmeans (scala) [default], iteration 2221 completed (238.001 ms) ======
====== scala-kmeans (scala) [default], iteration 2222 started ======
====== scala-kmeans (scala) [default], iteration 2222 completed (236.422 ms) ======
====== scala-kmeans (scala) [default], iteration 2223 started ======
====== scala-kmeans (scala) [default], iteration 2223 completed (237.980 ms) ======
====== scala-kmeans (scala) [default], iteration 2224 started ======
====== scala-kmeans (scala) [default], iteration 2224 completed (292.355 ms) ======
====== scala-kmeans (scala) [default], iteration 2225 started ======
====== scala-kmeans (scala) [default], iteration 2225 completed (240.444 ms) ======
====== scala-kmeans (scala) [default], iteration 2226 started ======
====== scala-kmeans (scala) [default], iteration 2226 completed (233.275 ms) ======
====== scala-kmeans (scala) [default], iteration 2227 started ======
====== scala-kmeans (scala) [default], iteration 2227 completed (234.256 ms) ======
====== scala-kmeans (scala) [default], iteration 2228 started ======
====== scala-kmeans (scala) [default], iteration 2228 completed (235.962 ms) ======
====== scala-kmeans (scala) [default], iteration 2229 started ======
====== scala-kmeans (scala) [default], iteration 2229 completed (239.250 ms) ======
====== scala-kmeans (scala) [default], iteration 2230 started ======
====== scala-kmeans (scala) [default], iteration 2230 completed (236.742 ms) ======
====== scala-kmeans (scala) [default], iteration 2231 started ======
====== scala-kmeans (scala) [default], iteration 2231 completed (237.164 ms) ======
====== scala-kmeans (scala) [default], iteration 2232 started ======
====== scala-kmeans (scala) [default], iteration 2232 completed (237.105 ms) ======
====== scala-kmeans (scala) [default], iteration 2233 started ======
====== scala-kmeans (scala) [default], iteration 2233 completed (236.601 ms) ======
====== scala-kmeans (scala) [default], iteration 2234 started ======
====== scala-kmeans (scala) [default], iteration 2234 completed (236.355 ms) ======
====== scala-kmeans (scala) [default], iteration 2235 started ======
====== scala-kmeans (scala) [default], iteration 2235 completed (237.473 ms) ======
====== scala-kmeans (scala) [default], iteration 2236 started ======
====== scala-kmeans (scala) [default], iteration 2236 completed (237.227 ms) ======
====== scala-kmeans (scala) [default], iteration 2237 started ======
====== scala-kmeans (scala) [default], iteration 2237 completed (236.872 ms) ======
====== scala-kmeans (scala) [default], iteration 2238 started ======
====== scala-kmeans (scala) [default], iteration 2238 completed (236.831 ms) ======
====== scala-kmeans (scala) [default], iteration 2239 started ======
====== scala-kmeans (scala) [default], iteration 2239 completed (238.252 ms) ======
====== scala-kmeans (scala) [default], iteration 2240 started ======
====== scala-kmeans (scala) [default], iteration 2240 completed (236.965 ms) ======
====== scala-kmeans (scala) [default], iteration 2241 started ======
====== scala-kmeans (scala) [default], iteration 2241 completed (237.365 ms) ======
====== scala-kmeans (scala) [default], iteration 2242 started ======
====== scala-kmeans (scala) [default], iteration 2242 completed (237.048 ms) ======
====== scala-kmeans (scala) [default], iteration 2243 started ======
====== scala-kmeans (scala) [default], iteration 2243 completed (236.906 ms) ======
====== scala-kmeans (scala) [default], iteration 2244 started ======
====== scala-kmeans (scala) [default], iteration 2244 completed (238.379 ms) ======
====== scala-kmeans (scala) [default], iteration 2245 started ======
====== scala-kmeans (scala) [default], iteration 2245 completed (237.545 ms) ======
====== scala-kmeans (scala) [default], iteration 2246 started ======
====== scala-kmeans (scala) [default], iteration 2246 completed (237.977 ms) ======
====== scala-kmeans (scala) [default], iteration 2247 started ======
====== scala-kmeans (scala) [default], iteration 2247 completed (236.952 ms) ======
====== scala-kmeans (scala) [default], iteration 2248 started ======
====== scala-kmeans (scala) [default], iteration 2248 completed (236.635 ms) ======
====== scala-kmeans (scala) [default], iteration 2249 started ======
====== scala-kmeans (scala) [default], iteration 2249 completed (239.281 ms) ======
====== scala-kmeans (scala) [default], iteration 2250 started ======
====== scala-kmeans (scala) [default], iteration 2250 completed (237.975 ms) ======
====== scala-kmeans (scala) [default], iteration 2251 started ======
====== scala-kmeans (scala) [default], iteration 2251 completed (236.735 ms) ======
====== scala-kmeans (scala) [default], iteration 2252 started ======
====== scala-kmeans (scala) [default], iteration 2252 completed (236.790 ms) ======
====== scala-kmeans (scala) [default], iteration 2253 started ======
====== scala-kmeans (scala) [default], iteration 2253 completed (237.138 ms) ======
====== scala-kmeans (scala) [default], iteration 2254 started ======
====== scala-kmeans (scala) [default], iteration 2254 completed (238.851 ms) ======
====== scala-kmeans (scala) [default], iteration 2255 started ======
====== scala-kmeans (scala) [default], iteration 2255 completed (236.714 ms) ======
====== scala-kmeans (scala) [default], iteration 2256 started ======
====== scala-kmeans (scala) [default], iteration 2256 completed (237.516 ms) ======
====== scala-kmeans (scala) [default], iteration 2257 started ======
====== scala-kmeans (scala) [default], iteration 2257 completed (237.761 ms) ======
====== scala-kmeans (scala) [default], iteration 2258 started ======
====== scala-kmeans (scala) [default], iteration 2258 completed (236.631 ms) ======
====== scala-kmeans (scala) [default], iteration 2259 started ======
====== scala-kmeans (scala) [default], iteration 2259 completed (238.523 ms) ======
====== scala-kmeans (scala) [default], iteration 2260 started ======
====== scala-kmeans (scala) [default], iteration 2260 completed (233.503 ms) ======
====== scala-kmeans (scala) [default], iteration 2261 started ======
====== scala-kmeans (scala) [default], iteration 2261 completed (238.622 ms) ======
====== scala-kmeans (scala) [default], iteration 2262 started ======
====== scala-kmeans (scala) [default], iteration 2262 completed (237.283 ms) ======
====== scala-kmeans (scala) [default], iteration 2263 started ======
====== scala-kmeans (scala) [default], iteration 2263 completed (236.143 ms) ======
====== scala-kmeans (scala) [default], iteration 2264 started ======
====== scala-kmeans (scala) [default], iteration 2264 completed (237.422 ms) ======
====== scala-kmeans (scala) [default], iteration 2265 started ======
====== scala-kmeans (scala) [default], iteration 2265 completed (237.494 ms) ======
====== scala-kmeans (scala) [default], iteration 2266 started ======
====== scala-kmeans (scala) [default], iteration 2266 completed (237.031 ms) ======
====== scala-kmeans (scala) [default], iteration 2267 started ======
====== scala-kmeans (scala) [default], iteration 2267 completed (237.264 ms) ======
====== scala-kmeans (scala) [default], iteration 2268 started ======
====== scala-kmeans (scala) [default], iteration 2268 completed (237.603 ms) ======
====== scala-kmeans (scala) [default], iteration 2269 started ======
====== scala-kmeans (scala) [default], iteration 2269 completed (238.802 ms) ======
====== scala-kmeans (scala) [default], iteration 2270 started ======
====== scala-kmeans (scala) [default], iteration 2270 completed (236.763 ms) ======
====== scala-kmeans (scala) [default], iteration 2271 started ======
====== scala-kmeans (scala) [default], iteration 2271 completed (236.709 ms) ======
====== scala-kmeans (scala) [default], iteration 2272 started ======
====== scala-kmeans (scala) [default], iteration 2272 completed (237.181 ms) ======
====== scala-kmeans (scala) [default], iteration 2273 started ======
====== scala-kmeans (scala) [default], iteration 2273 completed (240.161 ms) ======
====== scala-kmeans (scala) [default], iteration 2274 started ======
====== scala-kmeans (scala) [default], iteration 2274 completed (238.588 ms) ======
====== scala-kmeans (scala) [default], iteration 2275 started ======
====== scala-kmeans (scala) [default], iteration 2275 completed (259.378 ms) ======
====== scala-kmeans (scala) [default], iteration 2276 started ======
====== scala-kmeans (scala) [default], iteration 2276 completed (257.777 ms) ======
====== scala-kmeans (scala) [default], iteration 2277 started ======
====== scala-kmeans (scala) [default], iteration 2277 completed (237.762 ms) ======
====== scala-kmeans (scala) [default], iteration 2278 started ======
====== scala-kmeans (scala) [default], iteration 2278 completed (234.960 ms) ======
====== scala-kmeans (scala) [default], iteration 2279 started ======
====== scala-kmeans (scala) [default], iteration 2279 completed (235.951 ms) ======
====== scala-kmeans (scala) [default], iteration 2280 started ======
====== scala-kmeans (scala) [default], iteration 2280 completed (236.817 ms) ======
====== scala-kmeans (scala) [default], iteration 2281 started ======
====== scala-kmeans (scala) [default], iteration 2281 completed (236.000 ms) ======
====== scala-kmeans (scala) [default], iteration 2282 started ======
====== scala-kmeans (scala) [default], iteration 2282 completed (237.251 ms) ======
====== scala-kmeans (scala) [default], iteration 2283 started ======
====== scala-kmeans (scala) [default], iteration 2283 completed (236.529 ms) ======
====== scala-kmeans (scala) [default], iteration 2284 started ======
====== scala-kmeans (scala) [default], iteration 2284 completed (235.962 ms) ======
====== scala-kmeans (scala) [default], iteration 2285 started ======
====== scala-kmeans (scala) [default], iteration 2285 completed (236.470 ms) ======
====== scala-kmeans (scala) [default], iteration 2286 started ======
====== scala-kmeans (scala) [default], iteration 2286 completed (236.448 ms) ======
====== scala-kmeans (scala) [default], iteration 2287 started ======
====== scala-kmeans (scala) [default], iteration 2287 completed (235.915 ms) ======
====== scala-kmeans (scala) [default], iteration 2288 started ======
====== scala-kmeans (scala) [default], iteration 2288 completed (236.641 ms) ======
====== scala-kmeans (scala) [default], iteration 2289 started ======
====== scala-kmeans (scala) [default], iteration 2289 completed (239.732 ms) ======
====== scala-kmeans (scala) [default], iteration 2290 started ======
====== scala-kmeans (scala) [default], iteration 2290 completed (236.095 ms) ======
====== scala-kmeans (scala) [default], iteration 2291 started ======
====== scala-kmeans (scala) [default], iteration 2291 completed (235.316 ms) ======
====== scala-kmeans (scala) [default], iteration 2292 started ======
====== scala-kmeans (scala) [default], iteration 2292 completed (236.229 ms) ======
====== scala-kmeans (scala) [default], iteration 2293 started ======
====== scala-kmeans (scala) [default], iteration 2293 completed (235.616 ms) ======
====== scala-kmeans (scala) [default], iteration 2294 started ======
====== scala-kmeans (scala) [default], iteration 2294 completed (236.866 ms) ======
====== scala-kmeans (scala) [default], iteration 2295 started ======
====== scala-kmeans (scala) [default], iteration 2295 completed (236.355 ms) ======
====== scala-kmeans (scala) [default], iteration 2296 started ======
====== scala-kmeans (scala) [default], iteration 2296 completed (236.526 ms) ======
====== scala-kmeans (scala) [default], iteration 2297 started ======
====== scala-kmeans (scala) [default], iteration 2297 completed (237.401 ms) ======
====== scala-kmeans (scala) [default], iteration 2298 started ======
====== scala-kmeans (scala) [default], iteration 2298 completed (236.182 ms) ======
====== scala-kmeans (scala) [default], iteration 2299 started ======
====== scala-kmeans (scala) [default], iteration 2299 completed (237.753 ms) ======
